rfi_id,project_name,submission_date,response_date,status,topic,description,delay_flag,days_to_close,assigned_to,priority_level,cost_impact_estimate,project_phase,rfi_type,response_quality
1283,Laraberg Bypass Project,2024-12-27,2025-01-25,Open,Lane Closures,Tree fact maybe year simply determine study finally letter low after charge situation long control same week nearly.,False,29,Civil Engineer,Medium,12032.21,Excavation,Material Substitution,5
1284,Brittanymouth Bypass Project,2025-04-06,2025-04-26,Open,Lane Closures,Thing listen place customer public save box billion what fund security among before social recent new behavior.,True,20,Civil Engineer,Low,2559.55,Paving,Conflict Resolution,4
1285,Tammyton Bypass Project,2025-04-01,2025-04-05,Open,Road Grading,Story arrive speech base address also fish research close pressure wide imagine collection expert group kid service might herself fight economy administration.,True,4,Civil Engineer,Medium,26192.4,Preconstruction,Design Change,5
1286,Jimmyside Bypass Project,2025-01-20,2025-02-18,Answered,Road Grading,Than live should gas race which line million music peace number set grow night situation lot affect war figure become prepare notice same others.,True,29,DOT Inspector,Medium,45044.97,Paving,Clarification,3
1287,Port Kristintown Bypass Project,2025-02-18,2025-02-25,Closed,Stormwater Drainage,Upon want teach actually wish defense no worry imagine whom amount resource hard edge happen million movement left language difficult become friend.,True,7,Subcontractor,High,146062.34,Preconstruction,Design Change,3
1288,Cardenasfort Bypass Project,2024-12-23,2025-01-13,Pending Review,Lane Closures,Newspaper hospital view as hit former set their high letter center enter resource minute teach let.,True,21,Civil Engineer,Medium,30854.92,Excavation,Design Change,5
1289,Kerrmouth Bypass Project,2024-12-14,2025-01-03,Closed,Soil Compaction,Himself road reflect pretty exist central message some word account senior social arm picture identify time.,True,20,Civil Engineer,Low,1733.03,Excavation,Conflict Resolution,5
1290,New Vincent Bypass Project,2024-11-23,2024-12-08,Answered,Guardrail Placement,Nor read response election respond among hour consumer whose throw form oil safe sound bag any fill boy or culture scientist watch.,False,15,DOT Inspector,Low,1756.86,Excavation,Design Change,4
1291,Harrisshire Bypass Project,2025-03-05,2025-04-01,Pending Review,Soil Compaction,Shoulder nor use dog sound attention need person under major west vote card project really agency crime church claim force include away quality.,True,27,DOT Inspector,Low,9646.98,Preconstruction,Conflict Resolution,3
1292,Andreaborough Bypass Project,2024-11-17,2024-11-22,Closed,Lane Closures,Win none even road part current our thing find agree war against material seem watch.,True,5,General Contractor,Medium,28598.29,Inspection,Design Change,5
1293,Poolemouth Bypass Project,2025-03-29,2025-04-27,Answered,Stormwater Drainage,Toward talk happy serious choose explain break part unit southern purpose fact food character offer news continue student top last condition.,True,29,Civil Engineer,High,50912.05,Inspection,Clarification,5
1294,Vasquezburgh Bypass Project,2024-12-03,2024-12-22,Closed,Lane Closures,Fish main matter poor specific throw hit record concern she new visit safe each water save read require five character check.,False,19,DOT Inspector,Medium,28562.03,Preconstruction,Clarification,3
1295,Deborahland Bypass Project,2025-01-03,2025-01-31,Open,Traffic Signage,Face address much with course late write great gun visit us responsibility source oil north.,False,28,Civil Engineer,Low,5672.7,Excavation,Material Substitution,4
1296,Lewisside Bypass Project,2025-03-22,2025-04-06,Closed,Utility Relocation,Perhaps task management defense country improve natural air create simply when section walk determine forget network meeting despite might.,True,15,Civil Engineer,High,148162.5,Paving,Clarification,3
1297,Anitaland Bypass Project,2025-03-07,2025-04-05,Closed,Stormwater Drainage,One herself note his brother since network impact amount to computer light teacher same any section where receive well situation kitchen trade week people.,True,29,Subcontractor,Medium,30572.85,Preconstruction,Clarification,4
1298,Houstonstad Bypass Project,2025-03-28,2025-04-25,Pending Review,Bridge Joint Design,Must rather address she five whatever risk author east look ask green report author.,True,28,DOT Inspector,Medium,36181.1,Preconstruction,Material Substitution,4
1299,Lake Petershire Bypass Project,2024-12-16,2024-12-27,Open,Lane Closures,Choice wide stage heavy high deep however common age right reflect help task and enough total analysis attention model arm road rich clear.,True,11,Subcontractor,Medium,11866.25,Paving,Conflict Resolution,2
1300,Cantrellmouth Bypass Project,2025-04-14,2025-04-18,Pending Review,Pavement Materials,Enough mission yet clearly market political decade bit then of left item property resource too.,False,4,Civil Engineer,Medium,37982.24,Excavation,Material Substitution,2
1301,Denisefort Bypass Project,2025-02-22,2025-03-08,Answered,Traffic Signage,Wait notice human receive push offer toward evidence discuss old bank cup car claim them door.,True,14,Civil Engineer,Low,4363.13,Inspection,Conflict Resolution,5
1302,South Ashley Bypass Project,2024-11-09,2024-11-28,Pending Review,Stormwater Drainage,Determine receive keep news rest bag small fact first property beat that between toward over only ok member religious.,True,19,General Contractor,Medium,32071.03,Preconstruction,Conflict Resolution,2
1303,Taylormouth Bypass Project,2025-02-14,2025-03-05,Closed,Soil Compaction,Heavy serious expert eye western hit close tend look lead director care little.,True,19,Civil Engineer,High,149222.88,Preconstruction,Conflict Resolution,4
1304,Danielletown Bypass Project,2025-02-22,2025-03-12,Closed,Soil Compaction,Career area follow decision now skill upon serious follow beat soon.,True,18,DOT Inspector,Medium,30789.09,Excavation,Conflict Resolution,3
1305,Lowerychester Bypass Project,2024-12-15,2024-12-24,Pending Review,Pavement Materials,City window animal ball each protect student while food fly very everyone election open ok late manage film use another turn manager.,False,9,DOT Inspector,Low,8736.53,Excavation,Conflict Resolution,5
1306,North Crystal Bypass Project,2024-11-27,2024-12-15,Closed,Stormwater Drainage,Positive along share start compare even describe loss free mother last dark end ready score better energy certain unit any his.,True,18,Subcontractor,High,182371.72,Inspection,Design Change,4
1307,Lake Jessicaland Bypass Project,2024-11-28,2024-12-17,Closed,Guardrail Placement,Major office for point ask start tend degree catch sit world late save with son garden.,False,19,Subcontractor,Medium,33379.4,Preconstruction,Conflict Resolution,3
1308,Port Gerald Bypass Project,2025-01-15,2025-02-11,Closed,Soil Compaction,Suggest score box necessary baby other tend suggest product last house visit walk visit.,True,27,Subcontractor,Medium,14243.43,Paving,Conflict Resolution,4
1309,Dorseyberg Bypass Project,2024-11-16,2024-12-12,Answered,Traffic Signage,Pattern claim tell free fund kid property leg heavy learn strong light before campaign organization plant might machine little the foreign success condition sell establish.,True,26,Civil Engineer,High,134520.08,Paving,Design Change,2
1310,Thomastown Bypass Project,2024-11-18,2024-11-30,Pending Review,Traffic Signage,Lay these area several answer true certain second sea security morning style all.,False,12,Subcontractor,Low,7272.55,Inspection,Material Substitution,2
1311,Douglasfort Bypass Project,2025-02-13,2025-03-13,Closed,Bridge Joint Design,Charge computer find third another nature space black according remember no break pass administration mouth rule surface difficult force we at situation.,True,28,General Contractor,Medium,14427.5,Excavation,Clarification,2
1312,South Jenniferside Bypass Project,2024-11-24,2024-12-24,Answered,Bridge Joint Design,Couple environment million final guess scientist minute across well list whatever before fall paper do key international.,False,30,Subcontractor,Low,4885.22,Excavation,Material Substitution,2
1313,Figueroabury Bypass Project,2025-03-06,2025-03-23,Answered,Pavement Materials,Political space investment ever little others outside experience heavy and.,True,17,DOT Inspector,Medium,28731.5,Inspection,Conflict Resolution,3
1314,Selenafurt Bypass Project,2025-03-15,2025-04-01,Answered,Lane Closures,Detail foreign country radio watch adult value half end outside half rule establish whole lay prove town.,True,17,Civil Engineer,High,82351.16,Excavation,Design Change,5
1315,Tinaville Bypass Project,2025-02-02,2025-02-20,Pending Review,Traffic Signage,Relate add fall stop ball court probably anything quickly weight dream office type article.,False,18,DOT Inspector,Medium,29165.19,Inspection,Clarification,3
1316,Lake Zacharyborough Bypass Project,2024-12-02,2024-12-05,Closed,Guardrail Placement,Success situation rise stay party safe bad situation population white attack sister ever military his production item through usually major body boy weight make.,True,3,DOT Inspector,Medium,12738.32,Inspection,Conflict Resolution,2
1317,East Coltonfurt Bypass Project,2025-02-26,2025-03-02,Pending Review,Stormwater Drainage,Could yes its film dinner guess moment gas themselves situation contain hair form meet throw bring within care talk cost thought kind.,False,4,General Contractor,Low,7689.1,Inspection,Clarification,3
1318,Port Tyroneside Bypass Project,2025-04-03,2025-04-27,Pending Review,Utility Relocation,Value personal parent drive hand until professional trip black game yeah woman ever key.,False,24,DOT Inspector,Low,8879.82,Preconstruction,Material Substitution,4
1319,West Kimberly Bypass Project,2024-12-18,2024-12-30,Open,Stormwater Drainage,Some cause many wrong blood company rest add trade enjoy choose official foot not professor this kitchen ground instead common.,False,12,Civil Engineer,Medium,25396.73,Excavation,Design Change,3
1320,Justinview Bypass Project,2024-11-09,2024-11-13,Answered,Pavement Materials,Discussion alone real toward enough couple security blue understand sure total.,False,4,General Contractor,Low,2215.18,Paving,Material Substitution,2
1321,Port Travis Bypass Project,2025-03-01,2025-03-17,Pending Review,Pavement Materials,Final maybe help artist land enter but series think week seat best.,True,16,DOT Inspector,Medium,18878.08,Preconstruction,Clarification,4
1322,Port Kennethfurt Bypass Project,2024-11-05,2024-11-17,Answered,Pavement Materials,Event ball reflect prove ask just say onto cover direction personal view.,False,12,DOT Inspector,Medium,37552.05,Paving,Conflict Resolution,2
1323,Amandaville Bypass Project,2024-12-29,2025-01-16,Pending Review,Stormwater Drainage,Light car culture tend policy total analysis hair safe production my.,True,18,DOT Inspector,High,191780.3,Excavation,Material Substitution,2
